Symbol,MGI_ID
GM5329,3647426
GM8324,3647431
CBX3-PS5,3647433
GM7224,3647435
RPL17-PS7,3647436
RPS11-PS5,3647437
GM6751,3647438
GM5224,3647439
GM4757,3647440
GM6439,3647442
GM6999,3647443
VMN2R19,3647444
RPS8-PS1,3647445
GM9292,3647448
GM7980,3647449
GM7083,3647452
GM8456,3647453
GM8458,3647455
GM8459,3647456
GM8642,3647457
GM8643,3647458
GM8641,3647459
TRAV7-1,3647460
GM16451,3647461
RPL7A-PS6,3647465
GM8138,3647466
GM8137,3647467
TMEM249,3647471
GM8141,3647473
IGHV8-2,3647474
GM7579,3647476
GM5708,3647478
GM6881,3647481
MEIOSIN,3647482
GM6653,3647484
GM6987,3647485
GM6988,3647486
GM7400,3647488
GM6651,3647491
PPP1CCB,3647492
GM7397,3647493
GM7399,3647495
GM7398,3647496
GM9423,3647501
GM7600,3647502
RPL18A-PS1,3647504
RPS12-PS20,3647506
GM6756,3647509
GM6122,3647510
GM4945,3647512
GM4946,3647513
GM7030,3647514
GM7269,3647515
GM4968,3647516
GM5342,3647517
GM6568,3647518
URAD,3647519
GM9309,3647521
BTF3-PS4,3647522
GM7151,3647523
GM8374,3647524
VMN1R-PS77,3647529
VMN2R24,3647530
CATSPERE1,3647531
GM8615,3647532
RPL7A-PS12,3647534
GM6003,3647537
GM8752,3647539
GM8618,3647540
GM8750,3647542
GM4986,3647545
GM5768,3647546
GIMD1,3647547
GM4760,3647548
GM15688,3647549
VMN1R260,3647550
GM8719,3647551
GM5969,3647555
GM5185,3647557
GM5184,3647558
GM5183,3647559
GM6496,3647560
GM6419,3647564
GM6418,3647565
GM8865,3647567
EIF1AD12,3647569
FAM181A,3647570
GM8843,3647571
GM8839,3647576
AMD-PS5,3647577
GM8840,3647579
TMEM178B,3647581
GM5212,3647582
GM9194,3647585
GM9197,3647588
GM9198,3647590
VMN2R72,3647591
GM9199,3647592
GM5261,3647593
RPL7A-PS2,3647594
GM5533,3647595
RPL21-PS1,3647596
FTH1-PS,3647597
GM9354,3647598
OTOGL,3647600
GM7720,3647601
GM7719,3647602
GM7882,3647603
FAM186B,3647604
GM8254,3647610
GM16439,3647611
GM8253,3647612
GM8250,3647615
GM8251,3647616
GM8249,3647617
GM7538,3647618
GM7539,3647619
GM7537,3647620
GM5880,3647623
GM5879,3647624
GM5878,3647625
GM6174,3647626
GM4953,3647627
GM10283,3647628
GM6859,3647629
GM6336,3647630
GM5114,3647631
GM6719,3647632
GM9066,3647635
GM9061,3647637
GM9064,3647641
GM9062,3647643
GM9063,3647644
GM6618,3647645
GM6088,3647646
GM6162,3647648
GM8978,3647649
GM5776,3647650
VMN1R241,3647652
GM5760,3647653
GM4876,3647654
GM5442,3647655
GM5759,3647657
GM5270,3647658
GM6195,3647661
GM16405,3647662
GM6625,3647663
GM5252,3647664
GM5251,3647666
GM5250,3647667
GM8472,3647670
IGKV17-121,3647671
VMN1R-PS78,3647675
GM8468,3647676
GM8630,3647677
GM8633,3647678
GM8473,3647680
VMN1R103,3647681
GM5058,3647682
GLYATL3,3647683
GM5682,3647684
GM5652,3647692
GM8157,3647695
SCGB2B17,3647697
GM8149,3647698
ZFP541,3647699
IGHV1-17,3647700
GM9222,3647701
IGHV1-16,3647704
GM7134,3647708
GM6820,3647709
GM7135,3647710
GM6819,3647711
GM6647,3647714
GM5696,3647717
GM7429,3647718
GM7428,3647720
GM7426,3647725
RPL31-PS8,3647726
GM7611,3647727
GM7612,3647728
BTF3-PS2,3647731
GM7614,3647732
GM7616,3647735
BPIFA6,3647736
GM5839,3647737
GM5331,3647739
RPL10-PS4,3647741
GM10109,3647742
GM7271,3647743
GM6566,3647745
GM7415,3647748
VMN2R48,3647749
GM4987,3647751
GVIN-PS6,3647753
FAIML,3647754
GM8723,3647757
GM8722,3647758
GM16456,3647759
TRAV8D-2,3647760
GM6480,3647765
GM6478,3647766
GM6479,3647767
GM4825,3647768
GM5052,3647769
GM6498,3647773
GM8376,3647776
GM9314,3647777
VMN1R-PS22,3647778
GM9316,3647780
GM9317,3647781
GM8381,3647783
IGKV9-120,3647784
IGKV2-116,3647785
VMN2R102,3647786
VMN2R106,3647787
GM6994,3647788
RPL6L,3647789
GM5042,3647790
GM5257,3647791
GM7082,3647792
GM16411,3647793
GM5258,3647794
GM5723,3647796
GM6973,3647797
GM5620,3647798
GM7871,3647800
GM7870,3647802
CCDC188,3647803
GM8282,3647809
GM8281,3647811
GM5721,3647813
GM8283,3647814
GM6352,3647816
GM6351,3647817
GM6765,3647818
GM6353,3647819
HECTD4,3647820
RPS2-PS5,3647821
GM6858,3647823
GM6540,3647824
GM6541,3647825
GM4736,3647826
GM8365,3647827
GM5466,3647828
GM10382,3647829
GM9363,3647830
PATE12,3647831
GM8051,3647834
GM5084,3647835
A430085M09RIK,3647836
GM9367,3647838
GM7333,3647839
GM5762,3647840
GM5763,3647841
GM15041,3647842
GM5761,3647843
GM6438,3647845
GM6437,3647846
PPP1R2-PS2,3647847
GM6621,3647848
VMN1R1,3647849
GM16415,3647855
GM8482,3647858
GM8617,3647861
GM8616,3647863
GM8479,3647865
GM8480,3647867
GM5648,3647868
GM5681,3647870
GM5486,3647871
GM5487,3647872
PLCXD2,3647874
GM5485,3647875
VMN2R58,3647877
GM7167,3647878
GM9224,3647881
GM8159,3647882
GM8158,3647883
MARK4-PS,3647884
GM8155,3647889
GM7449,3647895
GM7450,3647897
GM6645,3647900
GM7416,3647901
GM5605,3647902
GM7417,3647903
GM5307,3647907
GM6946,3647908
GM7420,3647909
GM4819,3647912
GM9165,3647914
GM8130,3647919
GM5335,3647920
GM6963,3647921
GM4802,3647922
SMOK3C,3647925
GM8445,3647926
GM7158,3647927
GM6564,3647928
MRPL27-PS,3647929
GM15007,3647930
GM6303,3647931
GM5922,3647932
GM8734,3647934
TRAV10N,3647936
IGKV4-77,3647937
VMN1R-PS83,3647939
CLEC2J,3647940
GM7028,3647943
GM6477,3647945
GM4850,3647946
GM9949,3647947
GM4874,3647948
VMN2R22,3647952
VMN2R21,3647953
GM8447,3647954
GM8449,3647960
IGKV13-78-1,3647961
FRG2F5,3647962
PSMA5-PS,3647964
GM5784,3647969
FRG2F6,3647970
GM8399,3647971
GM5958,3647972
GM5575,3647974
GM6992,3647975
GM4956,3647976
VMN2R98,3647977
GM5207,3647978
RPS17-PS1,3647979
GM5560,3647980
GM8802,3647981
GM7089,3647982
GM4814,3647983
RPL10L,3647985
GM6974,3647986
GM7177,3647987
GM8023,3647988
GM8024,3647989
GM8020,3647991
GM8022,3647993
GM7863,3647996
GM5034,3648000
GM7862,3648002
DEFA43,3648003
GM8862,3648004
GM8861,3648005
GM8857,3648006
GM8858,3648007
GM8859,3648009
GM8860,3648010
GM7897,3648011
GM8277,3648013
GM7893,3648015
GM8274,3648016
GM8271,3648017
GM8276,3648019
GM8275,3648021
GM5655,3648022
GM5656,3648024
VMN2R100,3648026
GM5874,3648027
GM5837,3648028
GM7658,3648029
GM7657,3648030
GM7656,3648032
IDI1-PS5,3648037
RPL19-PS3,3648038
GM4893,3648039
GM5117,3648041
RYBP-PS,3648043
IGHV3-5,3648045
GM5847,3648046
GM5848,3648047
VMN2R94,3648050
GM6724,3648052
GM6722,3648053
GM6723,3648054
GM6039,3648055
GM9086,3648056
GM14537,3648060
GM9085,3648061
GM9088,3648064
GM16397,3648067
GM6091,3648068
GM5063,3648069
TMEM240,3648074
CYP2B26-PS,3648075
RPL13-PS4,3648077
FAM136B-PS,3648078
GM6505,3648080
GM6450,3648082
GM9298,3648083
EIF1AD15,3648085
GM8489,3648086
VMN1R-PS71,3648089
GM5166,3648097
GM9299,3648098
GM5221,3648101
GM16372,3648102
GM5481,3648103
GM4810,3648106
GM4875,3648108
GM5159,3648109
RPL21-PS14,3648110
GM4879,3648111
GM7094,3648114
GM6934,3648115
GM6654,3648118
GM7118,3648119
GM5637,3648120
GM5638,3648121
GM9208,3648125
GM8165,3648126
GM8164,3648127
GM9210,3648129
GM8168,3648130
GM7456,3648131
GM7457,3648132
COL6A5,3648134
GM5040,3648144
GM7217,3648146
GM6967,3648147
DEFB18,3648148
GM9726,3648149
GM6296,3648150
RPL30-PS9,3648153
GM8396,3648154
SLC38A6,3648156
FTHL17-PS2,3648159
GM8391,3648160
GM6823,3648161
GM8392,3648162
GM10561,3648163
RPL18A-PS2,3648164
GM6825,3648165
VMN1R135,3648167
GM8613,3648168
GM7690,3648169
GM6028,3648170
GM8484,3648172
GM8609,3648173
GM8398,3648175
GM7233,3648176
FRG2F7,3648177
GM9119,3648179
GM9115,3648181
GM6474,3648182
GM9113,3648183
GM5815,3648184
GM9118,3648185
GM6475,3648186
GM9116,3648187
GM5997,3648188
GM5947,3648189
GM6705,3648191
GM5699,3648192
GM4753,3648193
RPL31-PS17,3648194
GM8362,3648195
GM8363,3648196
GM8359,3648197
GM8358,3648202
GM9334,3648203
GM5546,3648205
GM5547,3648206
RPL21-PS11,3648207
GM5544,3648209
GM5157,3648211
KLHDC7B,3648212
GM5577,3648213
RPL21-PS12,3648214
GM5430,3648216
GM5287,3648217
GM6956,3648219
HSPD1-PS5,3648220
GM5563,3648222
GSTM2-PS1,3648223
GM14653,3648224
GM6991,3648225
GM6444,3648226
GM6954,3648228
VMN2R4,3648229
GM7856,3648230
GM7855,3648232
GM7854,3648234
GM7853,3648235
GM8517,3648238
GM8512,3648240
RPS2-PS3,3648241
GM8510,3648242
GM8515,3648243
GM8514,3648245
GM8513,3648246
GM7889,3648247
GM7887,3648251
VMN2R114,3648252
RPL15-PS2,3648255
UBL5B,3648256
EIF1AD7,3648257
IGHV1-79,3648258
NCOA4-PS,3648259
GM6283,3648260
GM6899,3648261
VMN1R68,3648262
GM4835,3648263
GM6913,3648267
GM6538,3648270
GM7212,3648271
GM7210,3648272
GM7211,3648273
GM7541,3648278
GM7540,3648279
GM10258,3648282
SCGB2B21,3648283
GM5127,3648285
GM5454,3648286
TESL1,3648288
GM5738,3648290
GM4904,3648291
GM5913,3648292
CLDN34B3,3648293
TNRC18,3648294
IGHV1-25,3648295
GM6173,3648296
VMN2R68,3648297
GM6581,3648298
GM6744,3648299
GM5990,3648301
GM6745,3648302
GM6452,3648304
GM6451,3648305
RPL9-PS5,3648306
GM5473,3648307
GM5472,3648309
GM5471,3648310
VMN2R75,3648311
GM7072,3648314
GM7061,3648315
CYP2A22,3648316
GM6393,3648317
GM9220,3648318
GM6394,3648319
GM8173,3648321
GM8174,3648322
GM9247,3648323
GM9246,3648324
GM9245,3648326
GM9244,3648328
GM9243,3648329
GM9424,3648334
GM6027,3648335
GM4764,3648336
GM8273,3648337
GM7895,3648340
RPL21-PS8,3648345
RPS4L-PS,3648347
GM6815,3648348
GM7467,3648350
GM7468,3648351
CBX3-PS8,3648352
GM7466,3648356
GM7393,3648357
GM7392,3648358
GM7391,3648359
GM7395,3648360
GM7394,3648361
GM4855,3648363
GM6300,3648364
VMN1R175,3648367
GM14513,3648369
GM9432,3648371
GM16480,3648372
GM9431,3648373
GM16481,3648374
TMEM28,3648377
SULT2A5,3648378
IGKV1-133,3648380
GM7492,3648381
GM16410,3648382
GM5080,3648383
GM5836,3648384
GM5873,3648385
GM9127,3648386
GM9126,3648387
GM9129,3648388
GM9131,3648392
GM9130,3648393
GM9133,3648394
GM9132,3648395
RPS7-PS3,3648396
GM6471,3648397
GM16401,3648398
GM4823,3648399
GM6522,3648401
GM15204,3648402
CLDN34B1,3648403
CSTDC3,3648404
GM5149,3648405
GM9349,3648407
GM9347,3648409
GM16478,3648411
GM9796,3648412
GM9351,3648413
BEND4,3648414
GM5964,3648416
GM5963,3648418
GM6068,3648419
GM6070,3648421
GM6069,3648422
GM6072,3648423
GM6434,3648424
GM6073,3648425
GM5566,3648428
GM8000,3648432
GM8004,3648439
GM7847,3648443
GM6855,3648447
GM8525,3648451
GM8524,3648452
RPL31-PS23,3648456
GM16428,3648457
GM8291,3648459
GM8292,3648460
GM8290,3648461
GM8296,3648466
GM6771,3648467
VMN2R101,3648468
FRG2F8,3648470
GM5510,3648472
ZFP791,3648473
PHF11C,3648476
GM14928,3648477
GM5037,3648478
GM5036,3648479
GM7561,3648480
TSTD1,3648482
GM7560,3648484
GM7559,3648486
GM5858,3648487
DND1-PS,3648488
GM6235,3648491
GM7343,3648493
GM7344,3648494
GM5288,3648495
GM7340,3648496
GM7341,3648497
GM5129,3648499
GM7208,3648500
GM7318,3648501
GM7259,3648502
GM8049,3648503
GM6077,3648504
GM8048,3648505
GM6074,3648506
GM6075,3648507
GM6076,3648508
GM9356,3648509
GM8047,3648510
GM6583,3648511
GM9359,3648512
GM8044,3648514
GM5791,3648515
GM7743,3648517
GM6749,3648518
GM6457,3648519
GM6919,3648520
GM7746,3648521
GM4873,3648522
RPL27A-PS4,3648523
GM4832,3648524
KANSL2-PS,3648525
NDUFS6B,3648526
RPL13-PS5,3648527
GM5160,3648528
GM5161,3648529
GM8976,3648530
LIPO5,3648531
GM8974,3648532
GM8973,3648534
GM8971,3648536
PRR19,3648539
GM6679,3648541
GM6397,3648542
TMEM267,3648543
IGHV1-62-3,3648544
GM9234,3648545
GM9231,3648548
GM9230,3648549
GM6642,3648551
GM6643,3648552
GM9166,3648553
TESL2,3648554
GM5236,3648556
GM9168,3648558
GM8134,3648559
GM7180,3648560
GM9169,3648561
GM8125,3648562
RPS2-PS12,3648563
GM8122,3648566
GM6321,3648569
GM7477,3648571
GM7478,3648572
GM7476,3648574
GM7481,3648575
GM7480,3648577
GM5864,3648579
GM5863,3648580
GM8439,3648581
GM4895,3648582
GM8232,3648583
GM4772,3648584
GM4773,3648585
GM6104,3648587
GM8227,3648589
GM6829,3648590
RPL18A-PS3,3648591
GM9095,3648597
RPLP0-PS1,3648599
GM9098,3648600
GM9097,3648601
GM6612,3648604
GM7266,3648608
GM5318,3648613
GM5966,3648615
GM6743,3648616
GM6058,3648617
GM6057,3648618
GM6056,3648619
GM6055,3648620
GM6061,3648621
GM6060,3648622
GM4789,3648623
RPL29-PS2,3648624
GM5417,3648626
GM5808,3648628
GM8814,3648632
TRAV12-3,3648633
GM8816,3648634
GM8815,3648635
RPS12-PS7,3648636
GM8817,3648637
GM8820,3648638
ACTR3-PS,3648640
GM8428,3648643
GM8013,3648644
KAT6B-PS1,3648645
GM8011,3648646
GM8010,3648648
GM8009,3648650
ENO1B,3648653
SPINK6,3648654
GM7093,3648655
GM5507,3648656
GM8538,3648657
RPL31-PS24,3648658
GM8534,3648661
VMN1R121,3648662
GM5666,3648664
ATP6AP1L,3648665
GM4977,3648666
GM5667,3648667
IGKV4-69,3648668
GM5668,3648669
NSA2-PS1,3648670
GM5517,3648671
GM5885,3648672
GM5518,3648673
GM5886,3648674
VMN1R-PS15,3648676
GM4837,3648677
GM6693,3648678
RPL10-PS2,3648679
GM7126,3648680
RPL26-PS6,3648682
GM4942,3648683
GM7788,3648684
GM7787,3648685
GM7786,3648686
GM7790,3648688
GM7789,3648689
ZFP975,3648690
GM5592,3648691
GM5591,3648692
GM5594,3648693
CCNB1-PS,3648694
HMGB1-PS7,3648695
GM7904,3648696
GM7903,3648697
GM7906,3648698
GM7905,3648700
RPS12-PS21,3648701
GM7552,3648702
GM7551,3648704
GM7675,3648706
GM5853,3648707
GM6240,3648708
GM4868,3648712
GM4871,3648713
GM7299,3648716
GM7298,3648717
GM7319,3648719
GM6221,3648721
GM6222,3648722
GM4909,3648723
GM6082,3648724
GM6044,3648725
GM6045,3648726
GM4936,3648727
GM6586,3648729
GM6134,3648731
GM5984,3648732
MORF4L1B,3648734
GM7102,3648735
GM6455,3648736
GM5742,3648738
GM5743,3648739
CES2H,3648740
GM8346,3648741
GM8664,3648743
GM8663,3648745
GM8666,3648747
GM8667,3648748
GM8668,3648751
GM6524,3648756
GM6525,3648757
GM6526,3648758
GM16374,3648759
GM6184,3648764
GM6185,3648765
VMN2R117,3648766
GM5800,3648769
CCPG1OS,3648770
GM7951,3648771
GM7952,3648772
GM14886,3648773
GM7953,3648775
RHOX2G,3648776
GM7954,3648778
RHOX2D,3648779
GM4845,3648781
RPL26-PS2,3648782
GM4813,3648783
IGHV10-3,3648785
GM4880,3648786
GM4821,3648787
GM5239,3648788
GM6332,3648790
GM8113,3648791
GM8115,3648794
GM8114,3648795
G370120E05RIK,3648796
GM8116,3648797
GM8118,3648798
IGKV1-132,3648800
GM6757,3648801
GM8390,3648802
GM6291,3648803
GM6811,3648804
GM8389,3648805
GM6292,3648806
MCIDAS,3648807
GM5869,3648808
SCGB2B19,3648809
GM9319,3648811
GM8385,3648812
GM8384,3648814
GM9321,3648816
KAT2B-PS,3648817
GM4784,3648818
RPS2-PS11,3648819
GM7129,3648820
RPL18A-PS4,3648821
RPS13-PS4,3648822
GM9403,3648825
GM9108,3648830
RPL31-PS16,3648831
GM9402,3648832
GM9105,3648833
GM10640,3648835
GM5822,3648836
GM6254,3648838
6430590A07RIK,3648839
GM6093,3648840
GM6500,3648842
GM5937,3648844
GM5939,3648845
GM5938,3648846
GM5940,3648847
GM5369,3648848
GM5368,3648849
GM4799,3648850
GM5370,3648852
GM6308,3648854
GM4761,3648855
GM6430,3648857
GM6610,3648858
GM6152,3648859
GM7086,3648861
GM8415,3648865
GM8416,3648867
GM8417,3648869
GM6032,3648870
VMN1R116,3648873
GM8545,3648875
GM6024,3648877
GM8543,3648878
VMN1R117,3648880
VMN1R-PS48,3648881
VMN1R-PS47,3648882
RPL13A-PS1,3648883
GM6695,3648885
GM7107,3648887
GM9294,3648888
GM7982,3648891
GM9291,3648892
GM7979,3648893
GM9293,3648896
GM7977,3648898
IGKV11-106,3648899
GM8880,3648900
GM8877,3648902
GM8876,3648903
GM8879,3648905
GM8878,3648906
GM7666,3648907
GM7667,3648908
GM5814,3648910
GM7669,3648911
GM7670,3648912
GM6238,3648913
GM6659,3648914
SULT2A6,3648915
GM4954,3648917
GM4792,3648918
CES1A,3648919
GM7229,3648920
GM8334,3648921
GM9059,3648922
RPL31-PS5,3648926
GM6317,3648927
GM6261,3648928
TRAV7-5,3648929
GM5324,3648933
VMN1R-PS85,3648935
GM6588,3648937
PVRIG-PS,3648938
IGHV1-83,3648939
GM9286,3648941
GM9287,3648945
GM7851,3648946
GM7145,3648947
GM5468,3648948
GM6677,3648953
GM6187,3648954
GM8950,3648955
GM8948,3648957
GM8947,3648958
GM8952,3648959
GM8953,3648962
GM4740,3648965
GM16223,3648966
GM5554,3648967
GM5921,3648968
GM5555,3648970
GM9211,3648971
VMN2R113,3648972
GM9257,3648973
GM9212,3648974
IGHV8-14,3648977
GM9255,3648979
GM9256,3648981
GM4811,3648985
RPL31-PS7,3648986
GM6938,3648987
GM6013,3648988
GM6014,3648989
GM8270,3648990
GM7265,3648991
GM8267,3648993
RPL34-PS2,3648994
TRIM43B,3648996
GM8268,3648998
GM8104,3649000
GM8102,3649003
GM8101,3649004
GM8100,3649005
E430024I08RIK,3649010
GM6293,3649011
GM5890,3649012
GM5891,3649014
GM4950,3649015
GM4766,3649016
GM5272,3649019
GM5698,3649020
GM5697,3649021
RPL21-PS13,3649022
GM5700,3649023
GM5054,3649024
RPS24-PS2,3649025
MIR1A-1HG,3649026
GM7117,3649027
GM7171,3649028
GM6838,3649030
GM7523,3649032
GM6204,3649038
APOO-PS,3649039
GM9410,3649040
GM9409,3649041
GM9411,3649042
GM5046,3649048
GM8331,3649049
GM5845,3649050
GM6105,3649051
GM6096,3649053
GM6140,3649056
GM5432,3649057
MYMX,3649059
GM5064,3649060
GM6427,3649064
GM6428,3649065
VMN2R86,3649066
GM6553,3649067
VMN2R6,3649068
VMN1R91,3649070
VMN2R5,3649074
VMN1R112,3649076
H60B,3649078
GM8557,3649080
GM16445,3649081
GM8556,3649082
IGHV1-41,3649084
GM6887,3649086
GM5522,3649087
E330040D14RIK,3649088
GM5523,3649089
GM4884,3649090
GM5050,3649091
GM7106,3649093
APOL11A,3649094
GM7988,3649096
GM7986,3649097
GM7990,3649098
GM9284,3649099
GM9283,3649101
GM7991,3649103
GM9282,3649104
GM8344,3649105
GM8345,3649106
GM8343,3649108
GM7770,3649109
GM7769,3649110
GM7768,3649111
GM7773,3649112
GM8883,3649116
GM14796,3649117
GM8884,3649118
GM8885,3649121
GM8887,3649122
RPL31-PS4,3649126
GM7924,3649127
GM5717,3649128
GM7696,3649133
GM7695,3649134
GM7694,3649135
GM7693,3649138
GM5824,3649139
RPS12-PS13,3649140
GM7697,3649141
GM6807,3649145
GM6806,3649146
VMN1R-PS144,3649147
GM5126,3649150
VMN2R14,3649151
GM7571,3649152
RPS12-PS22,3649154
GM7566,3649155
GM7568,3649156
GM7570,3649157
GM7569,3649158
COX6C2,3649160
VMN1R31,3649162
GM6167,3649163
GM5116,3649164
VMN2R15,3649165
GM7735,3649168
GM7739,3649170
TRAV15N-2,3649172
GM5377,3649173
GM5182,3649174
GM5981,3649175
GM5982,3649176
GM5983,3649177
GM12186,3649200
PSENEN-PS,3649201
GM12397,3649202
GM12797,3649203
GM13925,3649204
GM12795,3649205
TRAV14-2,3649206
GM12796,3649207
GM13740,3649209
RPL9-PS1,3649210
GM11790,3649211
GM11934,3649212
GM13928,3649213
GM11714,3649214
GM11716,3649215
GM11718,3649216
GM11719,3649217
GM11468,3649218
GM12871,3649219
GM11659,3649220
GM11470,3649221
GM12606,3649222
TGIF2-PS1,3649223
GM12607,3649224
GM11274,3649225
GM13972,3649226
GM13973,3649227
GM13974,3649228
GM12285,3649229
GM13975,3649230
GM13199,3649231
GM12287,3649232
GM13778,3649233
GM14161,3649234
GM12455,3649235
CYP4B1-PS2,3649236
GM14162,3649237
GM11640,3649238
GM13344,3649239
GM13345,3649240
GM11657,3649241
GM14224,3649242
GM13231,3649243
GM14226,3649244
VMN1R223,3649245
RPSA-PS11,3649246
GM12596,3649247
TRP73OS,3649248
GM12593,3649249
GM11334,3649250
GM13114,3649251
GM13232,3649252
GM13233,3649253
GM12851,3649254
GM13348,3649255
GM11933,3649256
GM13282,3649258
GM13726,3649259
IFNA16,3649260
GM13332,3649261
SKINT6,3649262
GM14372,3649263
GM13333,3649264
GM12441,3649265
GM12440,3649266
GM12640,3649267
GM14014,3649268
GM14015,3649269
GM12639,3649270
GM14010,3649271
GM14011,3649272
GM12864,3649273
GM12642,3649275
VINAC1,3649276
GM11195,3649277
SLC13A2OS,3649278
GM13853,3649279
GM13983,3649280
GM13598,3649281
GM13600,3649282
GM13599,3649283
GM13291,3649284
GM13602,3649285
GM13601,3649286
GM12192,3649287
GM12696,3649288
GM13137,3649289
GM13136,3649290
GM12726,3649291
GM12155,3649293
GM12153,3649294
GM12154,3649295
GM12152,3649296
GM13140,3649297
GM12249,3649298
GM12250,3649299
GM14135,3649300
GM13577,3649301
GM13576,3649302
GM13578,3649303
GM12957,3649304
GM13033,3649305
GM12465,3649306
GM12501,3649307
GM11618,3649308
GM11856,3649310
GM11857,3649311
GM12291,3649312
GM11855,3649313
GM13817,3649315
GM12314,3649316
GM13816,3649317
GM13815,3649318
GM13814,3649319
GM12912,3649320
GM12312,3649321
GM13818,3649322
GM11965,3649323
GM12240,3649325
GM14448,3649326
GM14108,3649327
GM14110,3649328
GM14109,3649329
GM12221,3649330
GM12220,3649331
GM11871,3649332
GM11872,3649333
GM11873,3649334
GM11874,3649335
GM12218,3649336
GM12217,3649337
GM12219,3649338
GM13685,3649339
GM13684,3649340
GM12111,3649341
GM12110,3649342
GM14381,3649343
GM12114,3649344
GM12968,3649345
GM14379,3649346
GM14380,3649347
GM13878,3649349
GM13875,3649350
GM13876,3649351
GM11529,3649352
GM12573,3649353
GM14154,3649354
RPL5-PS2,3649355
GM11808,3649356
GM14214,3649357
GM13653,3649358
GM13886,3649359
GM14215,3649360
GM13887,3649361
GM12288,3649362
GM13782,3649363
ATP5L2-PS,3649364
PCSK2OS2,3649365
GM11512,3649366
GM11465,3649368
GM14396,3649369
SELENOK-PS1,3649370
GM14397,3649371
GM12059,3649372
GM11598,3649374
BTF3-PS13,3649375
FGF2OS,3649376
GM13838,3649377
GM12474,3649378
GM13404,3649379
GM13403,3649380
TRDV1,3649381
TRAV18,3649382
TRAV19,3649383
GM14067,3649384
GM11725,3649385
GM13469,3649386
GM13470,3649387
GM12872,3649389
GM13471,3649390
GM13472,3649391
GM12405,3649392
GM14263,3649393
GM14264,3649394
GM13930,3649395
GM13929,3649396
GM12791,3649397
GM12790,3649398
GM12789,3649399
GM12793,3649401
GM12792,3649402
GM14252,3649403
GM13491,3649404
CD300LD2,3649405
GM13441,3649406
GM11401,3649407
GM12870,3649408
GM12869,3649409
GM11496,3649410
COX5B-PS,3649411
ZKSCAN4,3649412
GM13511,3649413
GM12292,3649414
GM13811,3649415
TRAV6D-5,3649416
TRAV12D-1,3649417
IFNA15,3649418
GM12289,3649419
TRAV7D-5,3649422
TRAV11D,3649423
GM12837,3649425
CYP4A30-PS,3649426
CYP4X1OS,3649427
GM12834,3649428
GM13506,3649429
NR6A1OS,3649430
GM12838,3649431
GM11331,3649432
GM14013,3649434
GM13567,3649435
GM11567,3649436
GM14227,3649437
GM11333,3649438
GM12472,3649439
GM13809,3649440
GM13186,3649441
GM13297,3649442
GM13274,3649443
GM12959,3649444
GM13115,3649445
GM13542,3649446
GM12594,3649447
GM13543,3649448
GM12318,3649449
GM14319,3649450
GM13964,3649451
GM13330,3649452
GM12434,3649453
GM13331,3649454
GM14320,3649455
GM14018,3649456
GM11784,3649457
GM11783,3649458
GM11785,3649459
GM11786,3649460
GM13096,3649461
GM12866,3649462
GM11196,3649463
GM13860,3649464
GM13859,3649465
GM13861,3649466
GM12286,3649467
GM11772,3649468
GM13293,3649469
GM13292,3649470
GM13294,3649472
GM13296,3649473
GM13063,3649474
GM11708,3649475
GM13062,3649476
GM12064,3649477
GM12350,3649478
GM13840,3649479
GM11264,3649480
GM12162,3649481
GM12159,3649482
GM12731,3649483
GM12161,3649484
GM12160,3649485
GM12728,3649486
GM12158,3649487
GM12729,3649488
GM12247,3649489
GM11853,3649490
GM11852,3649491
GM13719,3649492
GM12244,3649493
GM12245,3649494
GM13569,3649495
GM14138,3649496
GM12953,3649497
GM13040,3649498
GM13041,3649499
GM13043,3649500
GM13045,3649502
GM13046,3649503
GM12950,3649504
GM12951,3649505
LLPH-PS1,3649506
GM14058,3649507
RPS12-PS10,3649508
GM14056,3649509
GM14429,3649510
GM13813,3649511
GM12320,3649512
GM13281,3649513
GM14428,3649514
GM13405,3649515
GM12171,3649516
GM11420,3649517
GM11876,3649518
GM11875,3649519
GM12225,3649520
GM13649,3649521
GM11636,3649522
GM12222,3649523
GM13651,3649524
GM13650,3649525
GM12294,3649526
GM12947,3649527
GM11745,3649528
PRCD,3649529
GM12948,3649530
GM12442,3649531
GM13675,3649532
GM13676,3649533
GM12354,3649534
GM12517,3649535
GM13881,3649536
GM14275,3649537
GM13879,3649538
GM13880,3649539
GM14142,3649541
GM14141,3649542
GM11813,3649543
GM11805,3649544
GM14143,3649545
PIN1RT1,3649546
RPS10-PS3,3649547
GM13784,3649548
GM14206,3649549
GM14207,3649550
GM13783,3649551
GM13358,3649552
GM11677,3649553
GM12367,3649554
GM12368,3649555
TRAV7-3,3649556
GM12366,3649557
GM13400,3649558
GM12365,3649559
GM11358,3649560
GM11513,3649561
GM11356,3649562
GM11953,3649564
GM11954,3649565
GM12783,3649566
GM12641,3649567
GM11955,3649568
GM12781,3649569
GM14390,3649570
GM12063,3649572
GM13283,3649573
GM14392,3649574
GM14394,3649575
GM14393,3649576
GM14395,3649577
GM13623,3649578
GM13624,3649579
RPL38-PS1,3649580
GM14036,3649581
GM11387,3649582
GM14261,3649583
GM12475,3649584
GM11386,3649585
GM11383,3649586
GM13187,3649588
GM11572,3649589
GM11573,3649590
