Symbol,MGI_ID
COG3,2450151
ARHGAP32,2450166
TOMM22,2450248
D130020L05RIK,2450270
PILRA,2450529
PILRB1,2450532
PILRB2,2450535
ATP6V1G3,2450548
IFNL3,2450574
USH1G,2450757
TSPOAP1,2450877
SEC23IP,2450915
XYLT1,2451073
CNDP1,2451097
ADGRB2,2451244
KHNYN,2451333
CRXOS,2451355
TIAF2,2651383
PDE5A,2651499
HYMAI,2651552
KLHDC3,2651568
TUB,2651573
SOCS7,2651588
TPH2,2651811
ATG4C,2651854
SESN2,2651874
TNFRSF26,2651928
LCORL,2651932
CLDN17,2652030
PTTG1IP,2652132
KIR3DL1,2652397
IL1F10,2652548
DHRS11,2652816
MTMR11,2652817
DCDC2A,2652818
BAIAP2L2,2652819
SETD1B,2652820
ZFP658,2652821
ZFP950,2652824
GTSF2,2652828
CSTL1,2652834
GMEB2,2652836
JUNOS,2652837
ZFYVE9,2652838
ZFP362,2652839
VGLL4,2652840
BC026762,2652842
MEX3C,2652843
CDC42BPG,2652845
ASIC4,2652846
LRRC8A,2652847
LRRC61,2652848
BC026513,2652849
SMIM13,2652854
BC037704,2652856
BC035947,2652858
PLEKHG5,2652860
RSKR,2652869
DOCK5,2652871
NYNRIN,2652872
WNK3,2652875
TBC1D16,2652878
UNC80,2652882
TBC1D2,2652885
PRSS53,2652890
B4GALNT4,2652891
MAPK15,2652894
ZDHHC14,2653229
SLC45A1,2653235
COL23A1,2653243
KLF11,2653368
AMIGO1,2653612
DMRTA1,2653627
DMRTA2,2653629
AKR1C19,2653678
AGAP1,2653690
ADAM32,2653822
NLRP3,2653833
GPBAR1,2653863
GPR156,2653880
ALDH8A1,2653900
SOX21,2654070
ERCC6L,2654144
DEFB8,2654206
GBA2,2654325
ASB16,2654437
CTDSP1,2654470
SPRR4,2654508
CYBRD1,2654575
OTUD7B,2654703
9530068E07RIK,2654705
ASB14,2655107
ASB18,2655109
PADI6,2655198
GRHL3,2655333
SHC4,2655364
SCGB1C1,2655401
ADGRL4,2655562
OSTM1,2655574
RBM28,2655711
SCGB2B24,2655741
SCGB2B23-PS,2655747
VGLL1,2655768
CTSM-PS,2656172
ANG4,2656551
YBEY,2656825
RTL1,2656842
DTX3L,2656973
LZTS3,2656976
OPALIN,2657025
FAM151A,2657115
OFCC1,2658851
BTLA,2658978
WASF3,2658986
PHACTR1,2659021
RAPGEF2,2659071
OLFR150,2659178
ADAMTS20,2660628
MRPL21,2660674
C1RL,2660692
OLFR146,2660711
OLFR147,2660712
OLFR148,2660713
OLFR149,2660716
SLC5A6,2660847
ADCY10,2660854
GUCY1B2,2660873
GUCY1A2,2660877
GMPPB,2660880
CSNK1G1,2660884
PRL3D2,2660935
PRL3D3,2660938
DSG4,2661061
ACVR1C,2661081
ACTR3B,2661120
CNKSR2,2661175
SYNM,2661187
PRSS33,2661234
MPPE1,2661311
OLFR151,2661338
NEU4,2661364
RTN4RL1,2661375
NUTM1,2661384
SNX13,2661416
SRSF12,2661424
KBTBD8,2661430
CTNNA3,2661445
KLRE1,2662547
ZFP703,2662729
OPN5,2662912
MGAT4A,2662992
ADAP2,2663075
MKRN1-PS1,2663191
MUC6,2663233
MOGAT2,2663253
PEG13,2663476
REPS2,2663511
IL22RA1,2663588
HCFC1R1,2663619
SLC16A11,2663709
ZC3H3,2663721
KCNG3,2663923
GALP,2663979
KISS1,2663985
PLAC9A,2663998
CNGA4,2664099
CNGB1,2664102
FSIP2,2664111
OXCT2B,2664115
NPAS4,2664186
ZFP457,2664334
DSG1B,2664357
DSG1C,2664358
MMP21,2664387
DIO3OS,2664395
MOB3B,2664539
AQP12,2664636
PKD1L2,2664668
PKD1L3,2664670
MARK1,2664902
TRIM50,2664992
TPT1-PS2,2664996
TPT1-PS3,2664997
TPT1-PS4,2664998
TPT1-PS5,2664999
TPT1-PS6,2665000
SLC36A3,2665001
ERAS,2665023
IL22RA2,2665114
RERG,2665139
P2RX2,2665170
ZFP628,2665174
PRSS42,2665280
TNN,2665790
IFNA13,2667155
IFNE,2667156
AF366264,2667157
MINAR1,2667167
IRGQ,2667176
MYO18A,2667185
EHBP1,2667252
LMAN1L,2667537
CEP68,2667663
SERPINA10,2667725
RETNLG,2667763
SERPINB6E,2667778
SERPINB6D,2667783
KLHL25,2668031
FAM167B,2668032
GNB1-PS2,2668077
GNB1-PS3,2668078
C8A,2668347
GPR119,2668412
AOC2,2668431
GPR142,2668437
TEDDM1A,2668439
SDR16C5,2668443
SYTL5,2668451
SPEER2,2668488
H3C1,2668828
SPEER4D,2668869
SPEER4E,2668871
TMC3,2669033
TMC4,2669035
TMC8,2669037
WFIKKN2,2669209
NANOS1,2669254
BC024386,2669313
RTN4RL2,2669796
D630045J12RIK,2669829
BSX,2669849
MED13L,2670178
CRB3,2670904
CNKSR1,2670958
ARSI,2670959
HK3,2670962
TENT5A,2670964
ZFP598,2670965
BC003965,2670966
WFIKKN1,2670967
BC042761,2670968
NRDE2,2670969
FREM1,2670972
FEZ1,2670976
BC022960,2670977
BC024063,2670978
KCNV2,2670981
BC051076,2670982
BC025920,2670983
BC048403,2670984
MS4A5,2670985
BC027582,2670987
ZFP651,2670992
WFDC16,2670994
TRP53I11,2670995
SCD4,2670997
HUS1B,2671003
AA465934,2671018
TSPEAR,2671932
TXLNB,2671945
SHANK2,2671987
FMR1NB,2672032
THSD4,2672033
COL27A1,2672118
LEAP2,2672795
OTOS,2672814
LGSN,2672844
KLHDC1,2672853
SLFN8,2672859
TCFL5,2672878
BC034090,2672904
DTX4,2672905
CLEC18A,2672935
DEFB37,2672966
DEFB38,2672972
DEFB39,2672974
DEFB40,2672976
DEFB34,2672979
GPR141,2672983
TRIM46,2673000
ARHGEF17,2673002
TNFSF18,2673064
LNCPINT,2673128
MAFA,2673307
ELL3,2673679
KNTC1,2673709
BICRAL,2673855
SYT16,2673872
P2RY6,2673874
TMEM60,2673965
FRAT2,2673967
VAULTRC5,2673990
VAULTRC-PS1,2673991
ARHGAP33,2673998
MORN2,2674071
ZBBX,2674085
ZFP609,2674092
PSD4,2674093
CNKSR3,2674130
DNMT3A-PS1,2674154
DNMT3L-PS1,2674156
SSPO,2674311
RIMS4,2674366
PODN,2674939
BPIFB3,2675077
KCNK15,2675209
ADM2,2675256
RAET1E,2675273
NLRP9A,2675292
CREBZF,2675296
TNFRSF14,2675303
ZFP930,2675306
DEFB14,2675345
TCSTV3,2675349
NLRP9B,2675377
NANOS3,2675387
NPHS1OS,2675468
ADIG,2675492
GZMN,2675494
TRPM6,2675603
POLN,2675617
NUSAP1,2675669
FEZ2,2675856
RTL6,2675858
WAPL,2675859
RD3L,2675860
MUC19,2676278
CSNKA2IP,2676295
GRAMD4,2676308
FAM43A,2676309
CRYBG3,2676311
ABCA12,2676312
GPR135,2676315
ADAM6A,2676316
IFNA12,2676324
ADAM29,2676326
PGR15L,2676330
CYPT2,2676331
HSH2D,2676364
DNAJC13,2676368
RCSD1,2676394
PYROXD1,2676395
BIRC7,2676458
PLEKHG1,2676551
AKAP13,2676556
FOXO6,2676586
KHDC1A,2676610
RHOX3A,2676626
NANOS2,2676627
NLRP12,2676630
IL17F,2676631
H2-M11,2676637
CHIL5,2676649
L3MBTL1,2676663
LRRC7,2676665
MIRLET7A-1,2676793
MIRLET7B,2676794
MIRLET7C-1,2676795
MIRLET7D,2676796
MIRLET7E,2676797
MIRLET7F-1,2676798
MIRLET7F-2,2676799
MIRLET7G,2676800
MIRLET7I,2676802
MIR101A,2676803
MIR10B,2676804
MIR122,2676805
MIR124A-1,2676807
MIR125A,2676809
MIR125B-1,2676810
MIR126A,2676811
MIR127,2676812
MIR128-1,2676813
MIR129-1,2676815
MIR130A,2676816
MIR132,2676817
MIR133A-1,2676818
MIR134,2676819
MIR135A-1,2676820
MIR136,2676821
MIR137,2676822
MIR138-1,2676823
MIR139,2676824
MIR140,2676825
MIR141,2676826
MIR142,2676827
MIR143,2676828
MIR144,2676829
MIR145A,2676830
MIR146,2676831
MIR147,2676832
MIR148A,2676833
MIR149,2676834
MIR150,2676835
MIR151,2676836
MIR152,2676837
MIR153,2676838
MIR154,2676839
MIR155,2676840
MIR15A,2676841
MIR15B,2676842
MIR16-1,2676843
MIR18,2676844
MIR181A-2,2676845
MIR182,2676846
MIR183,2676847
MIR184,2676848
MIR185,2676849
MIR186,2676850
MIR187,2676851
MIR188,2676852
MIR190A,2676854
MIR191,2676855
MIR192,2676856
MIR193A,2676857
MIR194-1,2676858
MIR195A,2676859
MIR196A-1,2676860
MIR199A-1,2676863
MIR199B,2676865
MIR19B-2,2676868
MIR1A-1,2676869
MIR20A,2676872
MIR200A,2676874
MIR200B,2676875
MIR201,2676876
MIR202,2676877
MIR203,2676878
MIR204,2676879
MIR205,2676880
MIR206,2676881
MIR207,2676882
MIR208A,2676883
MIR21A,2676885
MIR210,2676886
MIR211,2676887
MIR212,2676888
MIR214,2676890
MIR215,2676891
MIR216A,2676892
MIR217,2676893
MIR22,2676896
MIR23A,2676897
MIR23B,2676898
MIR24-1,2676899
MIR26A-1,2676900
MIR26B,2676901
MIR27A,2676902
MIR27B,2676903
MIR29A,2676904
MIR29B-1,2676905
MIR29C,2676906
MIR30A,2676907
MIR30B,2676908
MIR30C-1,2676909
MIR30D,2676910
MIR9-1,2676911
MIR99A,2676912
MIR99B,2676913
FOCAD,2676921
SIPA1L2,2676970
DAGLA,2677061
UTS2B,2677064
OSTN,2677164
ZFP563,2677168
IQSEC3,2677208
BEND3,2677212
PDZD8,2677270
SLC24A5,2677271
RNF133,2677436
RNF149,2677438
CETN4,2677454
THOC6,2677480
AK5,2677491
QRFPR,2677633
DOLK,2677836
HMCN2,2677838
KYAT3,2677849
ABITRAM,2677850
GALNT9,2677965
HOMEZ,2678023
ZFP640,2678025
SUGP2,2678085
U2AF1L4,2678374
RDH19,2678390
VMN2R26,2678394
KLHL17,2678948
SH3TC1,2678949
BLOC1S3,2678952
PRR12,2679002
DCUN1D3,2679003
SLC38A7,2679005
ZFP599,2679006
ELMO3,2679007
FHOD1,2679008
OOG1,2679150
ELANE,2679229
MTHFSD,2679252
ZFP454,2679253
SSH2,2679255
FN3KRP,2679256
ZFP760,2679257
LIPK,2679259
CRB2,2679260
BC048671,2679261
RGMA,2679262
OLFML1,2679264
BC030343,2679267
ZSCAN20,2679268
ZKSCAN17,2679270
BAHCC1,2679272
ADCK5,2679274
ZC4H2,2679294
ZFP229,2679295
SATB2,2679336
PAK6,2679420
SLITRK1,2679446
SLITRK3,2679447
SLITRK5,2679448
SLITRK2,2679449
DBPHT2,2679513
HAPLN4,2679531
TFAP2E,2679630
PAQR3,2679683
MIB2,2679684
CYP26C1,2679699
BC043934,2679715
FAM205C,2679716
MBLAC1,2679717
TMEM150B,2679718
ARMC7,2679719
VSIG4,2679720
DIXDC1,2679721
CPSF1,2679722
TDRD6,2679727
SLC9A9,2679732
NPLOC4,2679787
TTC37,2679923
B3GNT4,2680208
CEP126,2680221
HCRTR2,2680765
RWDD4A,2681000
CERS3,2681008
SIGLECF,2681107
CHSY1,2681120
URB2,2681124
NOX3,2681162
PLEKHA8,2681164
AF067061,2681166
TAS2R102,2681171
GRIP2,2681173
EID2,2681174
TAS2R104,2681185
TAS2R105,2681195
TAS2R106,2681203
TAS2R107,2681207
TAS2R108,2681210
TAS2R109,2681214
TAS2R110,2681216
TAS2R113,2681217
TAS2R114,2681218
TAS2R115,2681223
TAS2R117,2681242
TAS2R118,2681247
TAS2R119,2681253
TAS2R120,2681256
TAS2R121,2681259
TAS2R122,2681262
TAS2R123,2681264
TAS2R124,2681267
TAS2R125,2681269
PIGL,2681271
TAS2R126,2681273
TAS2R129,2681276
TAS2R130,2681278
TAS2R131,2681280
TAS2R140,2681298
TAS2R134,2681300
TAS2R135,2681302
TAS2R136,2681304
TAS2R138,2681306
TAS2R139,2681308
TAS2R143,2681310
TAS2R144,2681312
TAS2R146-PS1,2681315
TAS2R111-PS2,2681317
TAS2R145-PS3,2681320
TAS2R141-PS4,2681322
TAS2R142-PS5,2681324
PRSS34,2681414
TNPO1,2681523
WDR81,2681828
RHOX11,2681831
CSPP1,2681832
EFCAB12,2681834
NLGN2,2681835
POLR3A,2681836
AARS2,2681839
RSL24D1,2681840
FMO6,2681841
IGSF21,2681842
LYPD10,2681843
ACSM4,2681844
YJEFN3,2681845
MPV17L2,2681846
MEX3D,2681847
ZFP867,2681848
CCDC144B,2681852
LEXM,2681853
VWA5B2,2681859
TIGD3,2681860
PROSER3,2681861
OBSCN,2681862
ZFAT,2681865
TBC1D22B,2681867
CEP135,2681869
PRAMEL37,2681870
PRB1,2681872
ODF3L1,2681875
PCDHA8,2681879
PCDHA2,2681880
WHRN,2682003
IFT172,2682064
RXFP1,2682211
ZBTB40,2682254
LRRC75A,2682293
TENT4A,2682295
ZFP583,2682297
PLEKHG6,2682298
BC051665,2682300
ZBED4,2682302
CHIL6,2682303
RSF1,2682305
NAF1,2682306
RIC8B,2682307
AY358078,2682312
ZFP335,2682313
ZC3H4,2682314
ZFP395,2682318
KMT2D,2682319
BC061237,2682320
SVS1,2682321
ATMIN,2682328
SMG7,2682334
ZFP212,2682609
ENPP4,2682634
DDX31,2682639
TMPRSS13,2682935
ZFP341,2682937
TMEM39B,2682939
GXYLT2,2682940
ZFP811,2682944
ZDHHC19,2682948
PRDM10,2682952
DNAH3,2683040
FNIP2,2683054
ZHX2,2683087
RANBP6,2683212
IFNK,2683287
SERPINB3B,2683293
SERPINB3D,2683295
PRAMEL39,2683305
TTLL6,2683461
RERE,2683486
KLHL23,2683536
TAPT1,2683537
LYRM4,2683538
MAST3,2683541
SSH3,2683546
PLCH1,2683547
MARCHF4,2683550
ZFP775,2683557
BC046401,2683561
TTC5,2683584
DHPS,2683592
KLHL41,2683854
KLHL29,2683857
OOG2,2684035
KCNK12,2684043
OOG3,2684047
OOG4,2684051
VMN2R81,2684056
TBPL2,2684058
AKAP11,2684060
ASXL1,2684063
FFAR1,2684079
MRGPRA3,2684085
KCNH6,2684139
TUSC1,2684283
TOGARAM1,2684313
SLC39A2,2684326
VWA2,2684334
MIR223,2684360
N4BP2,2684414
ARAP2,2684416
DCAF15,2684420
ZFP617,2684459
CTF2,2684607
UNC79,2684729
LZTS1,2684762
LRSAM1,2684789
SNHG3,2684817
PRSS43,2684822
ARNTL2,2684845
COQ10A,2684847
CYB5D2,2684848
GM5,2684851
TMPRSS11A,2684853
SLC25A43,2684854
GM9,2684855
LRRC3C,2684858
NLRP1A,2684861
TRIM58,2684862
PFAS,2684864
SLFN14,2684866
CDR2L,2684867
ZFP469,2684868
TRIM38,2684869
POM121L2,2684870
TRAV4D-4,2684872
TRIM40,2684881
GM40,2684886
GM41,2684887
MAGEB11,2684890
SERPINA16,2684892
SCML1,2684893
NHS,2684894
MANEAL,2684896
SYNA,2684898
GM53,2684899
RFPL4B,2684908
STOX1,2684909
QRICH2,2684912
NOL10,2684913
TTC6,2684915
PPP1R36,2684916
VCPKMT,2684917
GCNT4,2684919
EDDM3B,2684921
TPPP2,2684923
PCDH17,2684924
TRAV3-4,2684925
CENPJ,2684927
DCAF13,2684929
TBC1D31,2684931
GXYLT1,2684933
LRRC73,2684934
LCLAT1,2684937
PRDM6,2684938
FAM170A,2684939
GM94,2684940
OOSP3,2684943
MYRF,2684944
OOSP2,2684945
CFAP221,2684947
ARHGAP30,2684948
TDRD5,2684949
BECN2,2684950
SBSPON,2684952
DNAH7B,2684953
MAN1B1,2684954
LCN11,2684955
SOHLH1,2684956
REXO4,2684957
KIZ,2684960
BANF2,2684961
GPAT2,2684962
SEL1L2,2684964
BPIFB6,2684965
DEFB21,2684967
WFDC6A,2684968
NRSN2,2684969
FHDC1,2684972
S100A7L2,2684973
GM128,2684974
CIART,2684975
CYM,2684977
MMS22L,2684980
GM136,2684982
NDUFB6,2684983
SLC25A51,2684984
ASAP3,2684986
PEX10,2684988
RNF207,2684989
MSANTD1,2684990
ZFYVE28,2684992
CYTL1,2684993
CCDC62,2684996
TMF1,2684999
KLRH1,2685002
ZBTB45,2685003
CCDC61,2685005
FBXO27,2685007
HIPK4,2685008
NCCRP1,2685009
DCHS1,2685011
CCDC189,2685012
COG7,2685013
ASPHD1,2685014
MTG1,2685015
MBOAT4,2685017
CCDC110,2685018
TMEM231,2685024
RDH8,2685028
TLCD5,2685030
LEO1,2685031
IGKV4-57,2685035
IGKV4-79,2685040
ASCL5,2685043
PIK3C2B,2685045
HMCN1,2685047
RGSL1,2685048
ZFP648,2685049
METTL11B,2685053
GPR161,2685054
DUSP27,2685055
SLC30A10,2685058
DYTN,2685061
CATIP,2685062
TSGA10,2685063
GPR55,2685064
CCDC170,2685067
TAAR2,2685071
TAAR4,2685072
TAAR5,2685073
TAAR6,2685074
TAAR7A,2685075
TAAR8A,2685076
GM232,2685078
AK9,2685080
NPFFR1,2685082
ADO,2685083
C2CD4C,2685084
MYRFL,2685085
NPC1L1,2685089
D130052B06RIK,2685092
PRSS38,2685095
LRRC37A,2685097
CD300LB,2685099
AKAP5,2685104
MIDEAS,2685106
SYNDIG1L,2685107
ZDHHC22,2685108
SAMD15,2685109
ISM2,2685110
GM266,2685112
MACC1,2685113
SYCP2L,2685114
GM270,2685116
GM272,2685118
EIF4E1B,2685119
PRSS47,2685120
FAM81B,2685122
GM281,2685127
NEK10,2685128
CCNB1IP1,2685134
SETDB2,2685139
KBTBD7,2685141
OLFM4,2685142
OXGR1,2685145
A930017M01RIK,2685151
KRTAP24-1,2685158
PNLDC1,2685159
CCDC154,2685163
STK-PS1,2685164
TMEM151B,2685169
MARK1-PS1,2685170
LRRC30,2685172
JCAD,2685174
ASXL3,2685175
MEGF10,2685177
ZFP407,2685179
GM336,2685182
DUSP5,2685183
SEC31B,2685187
PPP1R26,2685193
ZBTB34,2685195
LRRC55,2685197
XIRP2,2685198
CCDC9B,2685199
SPTBN5,2685200
SPDYE4C,2685201
TEX13C1,2685208
TM9SF5,2685210
GPR101,2685211
LDOC1,2685212
ADGRG4,2685213
PRRG3,2685214
GM371,2685217
RTL3,2685221
GPR174,2685222
TENT5D,2685223
GM378,2685224
GM379,2685225
HDX,2685226
GM381,2685227
GM382,2685228
4921511C20RIK,2685229
NXF3,2685230
RTL9,2685231
ITIH5L-PS,2685232
PTCHD1,2685233
KLHL34,2685234
TCEANC,2685236
ZSCAN4C,2685243
SLC10A5,2685251
ANKUB1,2685256
GM412,2685258
OTOL1,2685260
DCHS2,2685263
TIGD4,2685264
PGLYRP3,2685266
LRIT3,2685267
SDR16C6,2685269
PM20D2,2685270
GM428,2685274
ZYG11B,2685277
A3GALT2,2685279
MYOM3,2685280
AADACL3,2685281
AADACL4FM4,2685282
AADACL4FM5,2685284
ANKRD65,2685285
RUNDC3B,2685286
ZFP804B,2685287
CCT8L1,2685289
GAREM2,2685290
TMEM156,2685292
CCDC149,2685293
TRIM56,2685298
GM454,2685300
GIMAP8,2685303
ITPRID1,2685304
IGKV4-86,2685305
IGKV4-81,2685306
H1F10,2685307
COL28A1,2685312
VWDE,2685313
FFAR3,2685324
HSPB6,2685325
4930433I11RIK,2685327
NTN5,2685330
MCTP2,2685335
UBQLNL,2685336
USP35,2685339
GPR139,2685341
ACTE1,2685344
SPRTN,2685351
PODNL1,2685352
IGSF9B,2685354
HEPHL1,2685355
LAYN,2685357
UBAP1L,2685360
FAM83B,2685362
TNFAIP8L3,2685363
GM518,2685364
SLC35G2,2685365
FAT2,2685369
LYPD9,2685370
GM525,2685371
GM527,2685373
TMEM196,2685374
A530095I07RIK,2685376
5330416C01RIK,2685378
GM534,2685380
GM536,2685382
RMI2,2685383
KALRN,2685385
TMEM207,2685386
ATP13A3,2685387
USP49,2685391
PRR22,2685392
A730049N16RIK,2685394
GM550,2685396
RC3H1,2685397
GM553,2685399
ESPNL,2685402
A630050E04RIK,2685403
A130030D18RIK,2685404
A530010F05RIK,2685406
SMIM26,2685407
ZFP217,2685408
DNMT3BOS,2685409
TMEM212,2685410
BCL2L15,2685412
GM567,2685413
GM568,2685414
SKINT11,2685415
SKINT10,2685416
GM572,2685418
AJAP1,2685419
ATG9B,2685420
PLCXD1,2685422
IGFL3,2685426
GFY,2685427
A730045E13RIK,2685430
CARMIL2,2685431
SLC38A8,2685433
D630033O11RIK,2685434
FAM240A,2685436
ASAP2,2685438
FSIP2L,2685441
GM597,2685443
NUGGC,2685446
RIMBP3,2685449
RTP1,2685450
RTP2,2685451
GMNC,2685452
USF3,2685454
GM609,2685455
SLC9C1,2685456
GM614,2685460
A330069K06RIK,2685464
FYB2,2685466
SAMD3,2685469
S100Z,2685471
FRMPD2,2685472
MROH5,2685474
MUCL3,2685476
CCDC32,2685477
ZFP512B,2685478
GSG1L,2685483
JAML,2685484
CALHM4,2685489
TMEM132E,2685490
PLA2G4F,2685493
GM648,2685494
GM649,2685495
GM650,2685496
VMN1R-PS79,2685498
C2CD4D,2685505
MRGPRX3-PS,2685506
A830031A19RIK,2685508
E030025P04RIK,2685510
ARHGEF40,2685515
GM671,2685517
CTIF,2685518
GPR152,2685519
A430093F15RIK,2685520
E130006D01RIK,2685527
COLCA2,2685530
TMEM255B,2685533
MYO15B,2685534
VSTM2L,2685537
LKAAEAR1,2685538
FAM131C,2685539
SRARP,2685540
WDTC1,2685541
SLC9A5,2685542
TRAV6D-4,2685547
LRRC10B,2685551
WFDC8,2685552
PRDM11,2685553
ADAMTS13,2685556
STKLD1,2685557
GM715,2685561
PCDH19,2685563
SPACA5,2685564
NUP62CL,2685565
SHROOM4,2685570
GM725,2685571
DNAI2,2685574
RASL10B,2685575
WMP,2685578
CCN6,2685581
HSF5,2685585
CYB5D1,2685586
VMO1,2685587
D030051J21RIK,2685588
PARP4,2685589
RUBCNL,2685590
KCNRG,2685591
4930407I10RIK,2685593
CLPSL2,2685595
A730085E03RIK,2685598
ZSCAN30,2685600
CCDC121,2685601
RNF224,2685603
DCST2,2685606
MDFIC2,2685611
SULT6B2,2685612
BSPH1,2685613
CEACAM16,2685615
DRC7,2685616
ANKRD34C,2685617
GM773,2685619
UPRT,2685620
FND3C2,2685621
LYG2,2685622
ZDHHC23,2685625
KCNK18,2685627
CARD9,2685628
FNDC3C1,2685630
ZFP853,2685638
TRIM75,2685640
FREM3,2685641
CLEC3A,2685642
ABHD12B,2685650
GM805,2685651
NUTM2,2685652
GM807,2685653
D330046F09RIK,2685654
E130202H07RIK,2685655
D630010B17RIK,2685657
FTDC1,2685659
GM815,2685661
GM816,2685662
RBM44,2685663
CELRR,2685664
CFAP77,2685669
A330043C09RIK,2685671
GM826,2685672
GM829,2685675
GM830,2685676
GM831,2685677
GM833,2685679
4930458A03RIK,2685681
THSD7A,2685683
GM839,2685685
D030044L04RIK,2685687
D830036C21RIK,2685688
PATE2,2685692
GRXCR2,2685697
LDC1,2685699
TMEM211,2685700
GM867,2685713
HECA,2685715
ACSS3,2685720
HBQ1A,2685722
CCNJL,2685723
SHISA6,2685725
PITPNM3,2685726
SPATA22,2685728
GM884,2685730
MILR1,2685731
AGR3,2685734
LSMEM1,2685735
D830013O20RIK,2685737
SERPINA11,2685741
LBHD2,2685744
IGHE,2685746
MRS2,2685748
GM904,2685750
TMEM171,2685751
GM906,2685752
SIAH3,2685758
FAM186A,2685766
HIGD1C,2685767
SMBD1,2685779
NPW,2685781
BAIAP3,2685783
CCDC78,2685784
PRICKLE4,2685785
TMEM232,2685786
ARHGEF33,2685787
CAPN13,2685789
GAREM1,2685790
ARL14EPL,2685795
A330084C13RIK,2685802
CPLX4,2685803
GM960,2685806
AP5B1,2685808
SLC22A20,2685809
NAALADL1,2685810
MS4A12,2685812
FAM189A2,2685813
HPSE2,2685814
CFAP58,2685815
HECW2,2685817
GM973,2685819
HJURP,2685821
NSL1,2685830
5330438I03RIK,2685831
GAL3ST2,2685834
METTL21E,2685837
DNAH7A,2685838
MAMDC4,2685841
AJM1,2685842
PRDM12,2685844
ADGRD2-PS,2685845
PJVK,2685847
A530006G24RIK,2685849
4921509C19RIK,2685851
BPIFB4,2685852
ZFP663,2685854
CDH26,2685856
ZFP408,2685857
GPR176,2685858
CRNN,2685861
CD101,2685862
STPG2,2685863
PRSS48,2685865
NAALADL2,2685867
DPY19L4,2685869
PDP1,2685870
CCDC180,2685871
MROH7,2685873
CCDC24,2685874
XKR8,2685877
AADACL4FM1,2685880
CCDC27,2685881
ADGRF3,2685887
GM1043,2685889
ODAPH,2685891
A330070K13RIK,2685897
ZCWPW1,2685899
B3GLCT,2685903
DRC1,2685906
LRRC43,2685907
IGKV16-104,2685913
IGKV4-50,2685915
GM1070,2685916
4930590J08RIK,2685917
LPAR5,2685918
CRACR2A,2685919
CLEC2M,2685920
APOLD1,2685921
IGKV4-58,2685923
SBK3,2685924
SBK2,2685925
ARHGAP33OS,2685928
SLC6A16,2685930
PLPP4,2685936
SPEF1L,2685939
GM1096,2685942
PSTK,2685945
BRSK1,2685946
IRGC1,2685948
ZBTB2,2685949
MYO16,2685951
CFAP97D2,2685952
CIB3,2685953
PABPN1L,2685954
ADGRG5,2685955
GM1110,2685956
GM1113,2685959
CCDC84,2685960
FOXR1,2685961
SNX22,2685966
RIPPLY2,2685968
GM1123,2685969
SUSD5,2685972
TRIM71,2685973
SLC22A14,2685974
GM1140,2685986
GM1141,2685987
8030474K03RIK,2685988
CPXCR1,2685989
BCLAF3,2685992
RHOX12,2685994
TAAR8B,2685995
ODF3L2,2686003
ANKFN1,2686021
MTX3,2686040
ZFP488,2686052
NEIL2,2686058
TRAV6D-6,2686066
ENTHD1,2686088
MS4A14,2686122
GPR25,2686146
KIF28,2686151
AIM2,2686159
GM1322,2686168
GM1330,2686176
TLDC2,2686178
GM1335,2686181
ANKRD63,2686183
CFAP57,2686209
DCDC2B,2686212
SLC25A34,2686215
FAM47E,2686227
EPHX4,2686228
SSH1,2686240
GM1401,2686247
IGKV4-92,2686254
IGKV5-39,2686255
IGKV5-37,2686256
IGKV4-57-1,2686264
IGKV4-68,2686265
IGKV4-53,2686266
OPA3,2686271
WDR88,2686275
IGLON5,2686277
VMN1R123,2686292
VMN1R119,2686293
CYP2T4,2686296
ANKDD1A,2686319
PGLYRP4,2686324
TRAV6D-7,2686335
IGKV4-72,2686345
IGKV4-70,2686348
IGKV4-55,2686370
GM1527,2686373
FRMD7,2686379
TEX28,2686384
NCKAP5,2686394
GM1553,2686399
GM1559,2686405
MEIOC,2686410
CCDC177,2686414
STMND1,2686420
GM1587,2686433
9330188P03RIK,2686435
GM1600,2686446
GM1604B,2686450
4930541O19RIK,2686459
PROB1,2686460
E030044B06RIK,2686464
XKR9,2686466
A630095N17RIK,2686470
GM1627,2686473
PLATR26,2686477
A430048G15RIK,2686486
C230057A21RIK,2686488
GM1647,2686493
6430573P05RIK,2686494
SAMD13,2686498
GM1653,2686499
4930592C13RIK,2686503
ARMH1,2686507
GM1667,2686513
GM1673,2686519
LRCOL1,2686525
PTTG1IP2,2686532
A630073D07RIK,2686534
B230311B06RIK,2686541
E030018B13RIK,2686543
GM1698,2686544
D830035M03RIK,2686558
GM1715,2686561
GM1720,2686566
TMPRSS7,2686594
NXPE3,2686598
ZFP174,2686600
GM1758,2686604
BBS12,2686651
KLHL6,2686922
CYB561A3,2686925
GDPD5,2686926
CCDC102A,2686927
ZFHX2,2686934
FBXO10,2686937
INPP5A,2686961
IFITM6,2686976
IGHG2C,2686979
TMEM120A,2686991
LEPROT,2687005
RDH18-PS,2687008
AF067063,2687009
FAR2,2687035
FADS2B,2687041
PPP1R37,2687042
LYPD4,2687054
ANKRD29,2687055
S100A7A,2687194
N4BP2L2,2687207
CD300LD3,2687214
ZFP523,2687278
TRIML1,2687279
SOWAHA,2687280
OTULINL,2687281
CEP104,2687282
PLD6,2687283
PFKFB4,2687284
